IMU:   [  0.070944,   0.079323,   0.022831,   0.002873,   0.019548,   0.014220]
DEPTH: [ -5.059588]
IMU:   [ -0.006438,   0.172613,  -0.002422,   0.013977,   0.042532,   0.007798]
IMU:   [  0.141611,   0.122895,   0.040742,   0.027352,   0.025588,  -0.006137]
DEPTH: [ -5.098166]
IMU:   [  0.106508,   0.140483,  -0.015212,   0.015097,   0.032049,  -0.000212]
IMU:   [  0.001413,   0.117399,  -0.018511,   0.011624,   0.035074,   0.014678]
DEPTH: [ -4.991254]
IMU:   [  0.104453,   0.116428,   0.078658,   0.023783,   0.027812,  -0.009928]
IMU:   [  0.007522,   0.119555,   0.074116,   0.011094,   0.027842,   0.002482]
DEPTH: [ -5.071741]
IMU:   [  0.049204,   0.183628,  -0.005584,   0.019579,   0.038494,  -0.011829]
IMU:   [  0.077602,   0.174340,   0.114816,   0.038088,   0.041238,   0.012615]
DEPTH: [ -4.933717]
IMU:   [  0.103721,   0.144953,   0.019044,   0.032389,   0.017723,   0.000458]
IMU:   [  0.018218,   0.189846,   0.075788,   0.023575,   0.026861,  -0.007180]
DEPTH: [ -5.029879]
IMU:   [ -0.018470,   0.113253,   0.007469,   0.013234,   0.013164,   0.007570]
IMU:   [  0.047621,   0.066937,   0.038399,   0.008050,   0.032115,   0.010115]
DEPTH: [ -4.869482]
IMU:   [  0.116678,   0.056841,   0.089706,   0.015463,   0.028868,  -0.004998]
IMU:   [ -0.006607,   0.070499,   0.054896,   0.005771,   0.032003,  -0.011072]
DEPTH: [ -4.945185]
IMU:   [  0.129472,   0.046113,   0.018378,   0.022741,   0.035984,   0.004278]
IMU:   [  0.117756,  -0.021292,  -0.035082,   0.024784,   0.049612,   0.002741]
DEPTH: [ -5.064283]
IMU:   [  0.079211,   0.178040,   0.031668,   0.016208,   0.026104,  -0.013079]
IMU:   [  0.052276,   0.154179,   0.021288,   0.004488,   0.038199,  -0.004109]
DEPTH: [ -4.804030]
IMU:   [  0.031792,   0.064529,   0.067232,   0.015662,   0.024955,  -0.006959]
IMU:   [  0.097242,   0.043537,   0.037258,   0.017277,   0.038834,   0.014486]
DEPTH: [ -4.732061]
IMU:   [  0.083560,   0.162486,  -0.034376,   0.030685,   0.042132,   0.001452]
IMU:   [  0.117679,   0.123892,   0.004113,   0.015757,   0.025027,  -0.006572]
DEPTH: [ -4.829258]
IMU:   [  0.074949,   0.051319,   0.032385,   0.007773,   0.040806,  -0.001974]
IMU:   [  0.009369,   0.102771,   0.113221,   0.009698,   0.022136,   0.007831]
DEPTH: [ -4.972360]
IMU:   [  0.110805,   0.191394,   0.009750,   0.010093,   0.039968,   0.001508]
IMU:   [  0.113156,   0.074574,   0.042143,   0.017381,   0.036269,   0.008885]
DEPTH: [ -5.083495]
IMU:   [  0.060723,   0.095324,   0.001435,   0.028113,   0.012701,  -0.007786]
IMU:   [  0.136787,   0.049874,   0.028619,   0.030003,   0.033859,   0.004667]
DEPTH: [ -4.889480]
IMU:   [  0.072323,   0.143832,   0.097419,   0.033537,   0.045231,   0.010212]
IMU:   [  0.085858,   0.123709,   0.019091,   0.037475,   0.022589,   0.004757]
DEPTH: [ -5.063289]
IMU:   [  0.076042,   0.020845,   0.055018,   0.021486,   0.014223,  -0.000262]
IMU:   [  0.114264,   0.106686,  -0.020479,   0.017608,   0.020821,   0.013610]
DEPTH: [ -4.986649]
IMU:   [  0.094551,   0.121407,  -0.061837,   0.029885,   0.023934,   0.004338]
IMU:   [  0.071134,   0.046557,   0.010763,   0.021839,   0.026499,  -0.003610]
DEPTH: [ -4.971702]
IMU:   [  0.093847,   0.143517,   0.031785,   0.015082,   0.032345,  -0.008528]
IMU:   [  0.087322,   0.103797,  -0.033852,   0.033999,   0.020051,   0.012624]
DEPTH: [ -4.945382]
IMU:   [  0.152795,   0.083245,   0.032068,   0.024081,   0.027352,   0.011057]
IMU:   [  0.029115,   0.075150,  -0.037550,   0.019464,   0.025597,   0.010766]
DEPTH: [ -4.856570]
IMU:   [  0.164932,   0.033916,  -0.011787,   0.021484,   0.031462,  -0.005107]
IMU:   [  0.079161,   0.091158,  -0.000564,   0.019295,   0.044629,   0.008618]
DEPTH: [ -5.016622]
IMU:   [  0.006584,   0.039180,  -0.041659,   0.023447,   0.045950,   0.025341]
IMU:   [  0.077206,   0.071855,  -0.080828,   0.029632,   0.017879,   0.005441]
DEPTH: [ -4.779195]
IMU:   [  0.110933,   0.072136,   0.012938,   0.048730,   0.013559,   0.005605]
IMU:   [  0.069421,   0.126421,  -0.000146,   0.026192,   0.028277,   0.014348]
DEPTH: [ -4.991370]
IMU:   [ -0.019722,   0.252170,   0.071236,   0.024788,   0.028003,   0.005963]
IMU:   [  0.077796,   0.151912,   0.048208,  -0.006715,   0.035092,   0.005074]
DEPTH: [ -4.987515]
IMU:   [  0.019039,   0.063827,   0.061748,   0.032354,   0.033645,   0.010398]
IMU:   [  0.123913,   0.112675,   0.072232,   0.022691,   0.019677,   0.001536]
DEPTH: [ -5.059630]
IMU:   [  0.089033,   0.054187,   0.051783,   0.032465,   0.012401,  -0.004441]
IMU:   [  0.121218,   0.033018,   0.021914,   0.025996,   0.042065,  -0.009882]
DEPTH: [ -5.286770]
IMU:   [  0.041243,   0.118737,   0.044286,   0.033957,   0.056036,   0.007150]
IMU:   [  0.098009,   0.053736,   0.075159,   0.023489,   0.028327,  -0.000033]
DEPTH: [ -4.968745]
IMU:   [  0.067050,   0.138514,   0.032329,   0.025555,   0.036910,   0.001892]
IMU:   [  0.162467,   0.141043,   0.067565,   0.036113,   0.029268,   0.005258]
DEPTH: [ -5.045621]
IMU:   [  0.121857,   0.022476,  -0.095420,   0.018378,   0.016155,  -0.001777]
IMU:   [  0.035320,   0.146561,   0.015693,   0.030720,   0.017624,  -0.012213]
DEPTH: [ -4.901483]
IMU:   [  0.047695,   0.126461,   0.003143,   0.030178,   0.022881,   0.001716]
IMU:   [ -0.034928,   0.084926,   0.140296,   0.032124,   0.028110,   0.000735]
DEPTH: [ -4.980400]
IMU:   [  0.094630,   0.128056,   0.049347,   0.020868,   0.022547,   0.004402]
IMU:   [  0.106307,   0.083188,   0.094341,   0.008531,   0.019978,   0.002371]
DEPTH: [ -5.146319]
IMU:   [  0.075807,   0.078397,   0.084020,   0.030247,   0.017128,   0.005888]
IMU:   [  0.083322,   0.117535,   0.069394,   0.024041,   0.025024,   0.004960]
DEPTH: [ -5.065129]
IMU:   [  0.077606,   0.085132,   0.088759,   0.002812,   0.043536,  -0.010777]
IMU:   [  0.027773,   0.103570,  -0.012894,   0.029320,   0.028373,  -0.002933]
DEPTH: [ -4.932030]
IMU:   [  0.170589,   0.111799,   0.004640,   0.025183,   0.015656,   0.009547]
IMU:   [  0.201820,   0.081600,   0.002463,   0.018844,   0.035582,   0.001709]
DEPTH: [ -5.045072]
IMU:   [  0.136813,  -0.004621,   0.065097,   0.013337,   0.035427,   0.003684]
IMU:   [  0.019517,   0.174677,   0.025771,   0.016590,   0.014795,   0.001670]
DEPTH: [ -4.887200]
IMU:   [  0.142519,   0.072710,  -0.109571,   0.027696,   0.032444,   0.007624]
IMU:   [  0.073410,   0.089603,   0.038108,   0.020963,   0.021299,   0.003942]
DEPTH: [ -5.087380]
IMU:   [  0.065183,   0.153316,  -0.028249,   0.021320,   0.032655,   0.011454]
IMU:   [  0.059089,   0.052019,   0.047019,   0.030276,   0.042029,   0.010144]
DEPTH: [ -5.128492]
IMU:   [  0.130277,   0.084311,   0.047702,   0.035096,   0.024785,   0.021611]
IMU:   [  0.072464,   0.038394,   0.043035,   0.034137,   0.032548,   0.020424]
DEPTH: [ -4.977839]
IMU:   [  0.097235,   0.017437,   0.003291,   0.035378,   0.033700,   0.008705]
IMU:   [  0.074947,  -0.014407,   0.076081,   0.021813,   0.019298,   0.010653]
DEPTH: [ -5.015792]
IMU:   [  0.083218,   0.100358,  -0.067507,   0.030815,   0.017611,  -0.009789]
IMU:   [  0.046287,   0.154908,   0.013591,   0.021372,   0.029482,   0.008775]
DEPTH: [ -4.864330]
IMU:   [  0.054685,   0.110235,   0.019033,   0.027310,   0.020275,   0.001473]
IMU:   [  0.070469,   0.088802,  -0.050937,   0.017889,   0.017798,   0.005869]
DEPTH: [ -4.968728]
IMU:   [  0.038417,   0.134387,   0.062194,   0.015751,   0.036003,   0.019196]
IMU:   [  0.123356,   0.026504,   0.074068,   0.039055,   0.025499,   0.003401]
DEPTH: [ -5.127942]
IMU:   [  0.053261,   0.091577,   0.013062,   0.029738,   0.024075,   0.002541]
IMU:   [  0.139150,   0.067532,   0.035031,   0.030552,   0.025403,  -0.003962]
DEPTH: [ -5.043273]
IMU:   [  0.076082,   0.104577,   0.046917,   0.032455,   0.028484,   0.011322]
IMU:   [  0.139669,   0.082067,   0.075658,   0.051498,   0.019842,  -0.009896]
DEPTH: [ -4.943026]
IMU:   [  0.191888,   0.192083,  -0.016249,   0.022488,   0.036274,   0.000063]
IMU:   [  0.178515,   0.029557,   0.062819,   0.025319,   0.024858,   0.011858]
DEPTH: [ -4.938816]
GPS:   [  0.925108,   1.648088]
# GPS epoch 2  (t = 2.000 – 3.000 s)
IMU:   [  0.039192,   0.026184,   0.046325,   0.033705,   0.033121,   0.001424]
IMU:   [  0.115918,   0.241494,   0.040680,   0.025220,   0.036826,   0.008820]
DEPTH: [ -4.930102]
IMU:   [  0.061632,   0.071286,   0.007624,   0.038237,   0.036769,  -0.008445]
IMU:   [  0.129622,   0.023197,  -0.005789,   0.038816,   0.048446,  -0.011828]
DEPTH: [ -5.159149]
IMU:   [  0.124771,   0.138214,  -0.028173,   0.029582,   0.018283,   0.006606]
IMU:   [  0.110696,   0.019494,   0.007608,   0.028346,   0.053722,  -0.007048]
DEPTH: [ -4.824143]
IMU:   [  0.170365,   0.146669,  -0.008622,   0.015778,   0.025460,  -0.003909]
IMU:   [ -0.002757,   0.061433,   0.033296,   0.041093,   0.022547,  -0.014655]
DEPTH: [ -4.907894]
IMU:   [  0.154840,   0.155433,   0.055377,   0.017837,   0.025426,   0.004065]
IMU:   [  0.145609,   0.131063,   0.027060,   0.043440,   0.031515,  -0.004461]
DEPTH: [ -4.828977]
IMU:   [  0.126344,   0.176529,   0.076513,   0.031364,   0.036806,  -0.006156]
IMU:   [  0.071935,   0.072926,  -0.047276,   0.029734,   0.036391,  -0.004889]
DEPTH: [ -4.816868]
IMU:   [  0.120157,   0.119034,  -0.035711,   0.020748,   0.033316,  -0.005275]
IMU:   [  0.077116,   0.120393,   0.036157,   0.024431,   0.017233,  -0.015398]
DEPTH: [ -4.933080]
IMU:   [  0.148937,   0.107963,   0.039007,   0.034633,   0.011938,   0.011815]
IMU:   [  0.184298,   0.145218,  -0.042347,   0.036281,   0.040558,   0.008135]
DEPTH: [ -4.858332]
IMU:   [  0.095544,   0.169219,  -0.017594,   0.045503,   0.032243,  -0.009707]
IMU:   [  0.211206,   0.065679,  -0.029556,   0.045116,   0.046845,   0.004343]
DEPTH: [ -4.865652]
IMU:   [  0.069888,   0.190237,  -0.003097,   0.027067,   0.030617,   0.019867]
IMU:   [  0.099428,   0.102867,  -0.034037,   0.034400,   0.025123,   0.021900]
DEPTH: [ -4.809057]
IMU:   [  0.058105,   0.121854,   0.055051,   0.022613,   0.036096,  -0.001951]
IMU:   [  0.104719,   0.053306,   0.014796,   0.015288,   0.022205,   0.001535]
DEPTH: [ -4.991426]
IMU:   [  0.063283,   0.066191,   0.006098,   0.023192,   0.014130,  -0.000158]
IMU:   [  0.073336,   0.119124,  -0.065541,   0.027414,   0.030076,   0.006261]
DEPTH: [ -4.695970]
IMU:   [  0.161898,   0.062906,   0.017972,   0.024772,   0.044428,   0.001230]
IMU:   [  0.102552,   0.132556,   0.021423,   0.017193,   0.026489,   0.021503]
DEPTH: [ -4.840202]
IMU:   [  0.103164,   0.078044,   0.008933,   0.050403,   0.043247,   0.026669]
IMU:   [  0.062363,   0.060684,  -0.017882,   0.025400,   0.021570,  -0.000982]
DEPTH: [ -4.880709]
IMU:   [  0.176577,   0.099747,  -0.002525,   0.036434,   0.015912,   0.011334]
IMU:   [  0.086086,   0.112875,  -0.080261,   0.025865,   0.026598,  -0.004557]
DEPTH: [ -5.056936]
IMU:   [  0.141195,  -0.047507,  -0.000842,   0.026564,   0.040765,   0.000709]
IMU:   [  0.314980,  -0.014424,   0.110432,   0.029068,   0.029728,   0.004124]
DEPTH: [ -5.005060]
IMU:   [  0.096523,   0.152552,  -0.002517,   0.035642,   0.019519,   0.012178]
IMU:   [  0.083436,   0.126857,   0.014567,   0.031531,   0.027719,   0.007140]
DEPTH: [ -4.973636]
IMU:   [  0.167494,   0.133320,   0.097986,   0.026247,   0.024479,  -0.011757]
IMU:   [  0.062694,   0.093690,  -0.125154,   0.030533,   0.010442,   0.016717]
DEPTH: [ -4.883723]
IMU:   [  0.177208,   0.034026,  -0.016773,   0.026430,   0.021430,  -0.005889]
IMU:   [  0.025160,   0.085820,  -0.043914,   0.052502,   0.035806,   0.005753]
DEPTH: [ -4.834485]
IMU:   [  0.135553,   0.006417,  -0.023452,   0.031516,   0.027599,  -0.006587]
IMU:   [  0.125333,   0.101959,  -0.037491,   0.036198,   0.025085,  -0.014343]
DEPTH: [ -5.046304]
IMU:   [  0.175933,   0.065425,   0.019962,   0.046227,   0.013738,  -0.009217]
IMU:   [  0.182150,   0.065732,   0.004119,   0.044621,   0.007885,   0.000888]
DEPTH: [ -4.940683]
IMU:   [  0.073359,   0.091749,   0.047079,   0.029769,   0.028259,  -0.004834]
IMU:   [  0.020311,   0.146662,   0.007967,   0.037561,   0.038499,  -0.008904]
DEPTH: [ -5.029930]
IMU:   [  0.063033,   0.068832,   0.040696,   0.030089,   0.025564,  -0.000462]
IMU:   [  0.060005,   0.173649,   0.034983,   0.049848,   0.019140,   0.023032]
DEPTH: [ -4.880728]
IMU:   [  0.067940,   0.079139,   0.040409,   0.033075,   0.038631,  -0.014640]
IMU:   [  0.188100,   0.140424,   0.054128,   0.032456,   0.032212,  -0.002179]
DEPTH: [ -4.872262]
IMU:   [  0.146981,  -0.005246,  -0.033097,   0.031030,   0.023376,  -0.007185]
IMU:   [  0.100596,   0.057542,   0.049592,   0.030392,   0.024962,   0.012325]
DEPTH: [ -5.147807]
IMU:   [  0.199841,   0.090123,   0.047221,   0.043597,   0.016116,   0.009683]
IMU:   [  0.148916,   0.052581,  -0.010499,   0.033085,   0.017332,   0.013387]
DEPTH: [ -4.993206]
IMU:   [  0.192162,   0.103526,  -0.005177,   0.038860,   0.021679,  -0.001959]
IMU:   [  0.078758,   0.118184,  -0.040672,   0.042170,   0.016219,  -0.002518]
DEPTH: [ -5.102327]
IMU:   [  0.109818,   0.048666,   0.091750,   0.022551,   0.035149,   0.013955]
IMU:   [  0.032668,   0.123216,  -0.068901,   0.030904,   0.030555,   0.006897]
DEPTH: [ -4.912706]
IMU:   [  0.171998,   0.110045,   0.084467,   0.022954,   0.042825,   0.020297]
IMU:   [  0.074777,   0.125262,   0.093853,   0.041795,   0.028961,  -0.004795]
DEPTH: [ -5.039101]
IMU:   [  0.223160,   0.023267,   0.034833,   0.045025,   0.013545,   0.006950]
